_unit_id;_golden;_unit_state;_trusted_judgments;_last_judgment_at;gender;gender:confidence;profile_yn;profile_yn:confidence;created;description;fav_number;gender_gold;link_color;name;profile_yn_gold;profileimage;retweet_count;sidebar_color;text;tweet_coord;tweet_count;tweet_created;tweet_id;tweet_location;user_timezone
815719236;False;finalized;3;10/26/15 23:17;brand;0.7002;yes;1.0;11/16/11 17:14;Clean food that tastes great while providing energy & nutrients! No guilt granola, vegan/paleo friendly options too! Cert organic, GF, kosher;516;;0084B4;Blissful_Eats;;https://pbs.twimg.com/profile_images/653518467258257408/Gv6tlJfg_normal.jpg;0;C0DEED;how are you taking care of yourself? https://t.co/OrL9u1P8YI #fitfluential;;5179;10/26/15 12:40;6.5873e+17;New York;Atlantic Time (Canada)
815719237;False;finalized;3;10/26/15 22:33;brand;1.0;yes;1.0;2/22/15 20:06;highly extraordinary auctions;0;;0084B4;eliseotecleo;;https://pbs.twimg.com/profile_images/569710046712299520/TFSOX_An_normal.jpeg;0;C0DEED;MTG Deals 1x Rank-Up-Magic - The Seventh One - PRIO-EN058 - Secret Rare - Unlimi https://t.co/Y22wyLpgnN https://t.co/VwagxMNohB;;66684;10/26/15 12:40;6.5873e+17;;Pacific Time (US & Canada)
815719238;False;finalized;3;10/26/15 22:20;female;0.6509;yes;1.0;8/10/12 5:05;Senior '16 . XI-XII-MMXIV.;3371;;0084B4;kaylanabrewer_;;https://pbs.twimg.com/profile_images/651227967595483140/Mes6SNEO_normal.png;0;FFFFFF;Just put my ass on the line for you and this is how you repay me.;;13585;10/26/15 12:40;6.5873e+17;;Atlantic Time (Canada)
815719239;False;finalized;3;10/26/15 23:29;brand;1.0;yes;1.0;5/1/12 22:14;Come join the fastest blog network online today http://t.co/S5mFPA1vgK and http://t.co/MPUuQtYF1g We cover credit repair, credit cards and bankruptcy.;0;;2FC2EF;americacredit;;https://pbs.twimg.com/profile_images/2183715516/logo_121_normal.jpg;0;181A1E;https://t.co/z4sbWUugd8 What the Nation Will Be Talking About After Wednesday's GOP Debates https://t.co/gIHIVyHF7G #business #now;;199466;10/26/15 12:40;6.5873e+17;America Credit;Pacific Time (US & Canada)
815719240;False;finalized;3;10/27/15 1:29;female;0.6501;yes;1.0;4/6/13 15:31;im just here for tÌüp, bo burnham, and disney world.;13928;;0084B4;cheyflan;;https://pbs.twimg.com/profile_images/655943646815113216/gnRGy6pf_normal.jpg;0;FFFFFF;will i even need sound effects for the diviners tonight;;18469;10/26/15 12:40;6.5873e+17;row b seat 104;Atlantic Time (Canada)
815719241;False;finalized;3;10/27/15 1:50;female;1.0;yes;1.0;10/3/15 21:32;;0;;0084B4;Ayu7sith4;;https://pbs.twimg.com/profile_images/650530183737315328/mgnOVgHF_normal.jpg;0;C0DEED;https://t.co/EROGWTFTYo It's a glow of satisfaction re The Glow https://t.co/7RdyMCVPKx;;44421;10/26/15 12:40;6.5873e+17;;
815719242;False;finalized;3;10/26/15 23:43;female;1.0;yes;1.0;8/27/11 9:42;JMKM?_Ò?ü?;1762;;58185;Toucaan_Samm;;https://pbs.twimg.com/profile_images/625025152720375808/QJNu2mgI_normal.jpg;0;EEEEEE;@giannaaa28 lmao _Ù÷â_Ù÷â dude I'm hella scared for next episode bc the ending to yesterday's;;16627;10/26/15 12:40;6.5873e+17;;Arizona
815719243;False;finalized;3;10/26/15 22:50;male;1.0;yes;1.0;10/18/09 11:41;Over enthusiastic F1 fan.  Model collector, music fan and a film fanatic.  Also an Aspergian.;5;;0084B4;SSmyth2010;;https://pbs.twimg.com/profile_images/613850179880517634/m_B2ujkb_normal.jpg;0;C0DEED;@coolyazzy94 Ditto - I'm still learning the favourites and retweet stuff - least it sucks less than Facebook haha :P;;91;10/26/15 12:40;6.5873e+17;Glasgow;London
815719244;False;finalized;3;10/27/15 1:42;male;1.0;yes;1.0;7/20/15 12:01;;1;;0084B4;DarkToonsGaming;;https://pbs.twimg.com/profile_images/623207306419916800/qKUdsaHU_normal.jpg;0;C0DEED;@CaribBros @JstSaleem I do but I don't understand how to get to the server to get it;;13;10/26/15 12:40;6.5873e+17;;
815719245;False;finalized;3;10/26/15 22:19;unknown;0.3527;yes;1.0;1/30/15 9:52;;160;;0084B4;GourlayLynn;;https://pbs.twimg.com/profile_images/647529821182914560/D99dZBW5_normal.jpg;0;0;Me too, saw five lionesses drinking around the little pan one half block away, made a kill behind land R.   #SafariLive;;2398;10/26/15 12:40;6.5873e+17;;
815719246;False;finalized;3;10/27/15 1:21;female;1.0;yes;1.0;2/28/13 3:04;Artisan specializing in paper mache, print-making and fibre art.  Art teacher and cat devotee. Find my page on FB https://t.co/G7bSTG9ICv;18751;;3B94D9;jlpeter37;;https://pbs.twimg.com/profile_images/550660983468077057/9l6pVJiA_normal.jpeg;0;0;@CraftYear2015 @isabelpascual thank you for the retweets;;10271;10/26/15 12:40;6.5873e+17;St. John's, Newfoundland;
815719247;False;finalized;3;10/27/15 0:09;female;1.0;yes;1.0;10/14/11 17:53;He bled and died to take away my sins ?ÛÊ;5454;;D41EBF;SarahMaddry;;https://pbs.twimg.com/profile_images/653367929375977472/WyEqOjS__normal.jpg;0;65B0DA;All the girls went to sleep and the guys just sat in the floor and watched us_Ù÷â_Ù÷â;;13452;10/26/15 12:40;6.5873e+17;Port-au-Prince;Arizona
815719248;False;finalized;3;10/26/15 22:47;female;1.0;yes;1.0;2/15/15 6:41;union j xxxx;133;;0084B4;bethleia;;https://pbs.twimg.com/profile_images/654390129633705984/XXhDaVch_normal.jpg;0;C0DEED;@ChrisAOfficial I'm on the right side_Ù÷â?ÏÎ_Ù?_?ü?xxx;;408;10/26/15 12:40;6.5873e+17;;
815719249;False;finalized;3;10/27/15 1:34;male;1.0;yes;1.0;1/11/13 1:18;You had me from the start;2871;;3B94D9;StrictlyAri;;https://pbs.twimg.com/profile_images/648334542227513344/W82RjfX1_normal.jpg;0;C0DEED;YALL LMFAOO RIGHT WHEN THE CHORUS CAME ON, A TEAR ROLLED DOWN HIS FACE https://t.co/aYuQDPtvsE;;2219;10/26/15 12:40;6.5873e+17;Tampa, FL;London
815719250;False;finalized;3;10/26/15 23:01;male;1.0;yes;1.0;4/21/11 12:21;BSc economics graduate  #COYS;228;;0084B4;JHurkett;;https://pbs.twimg.com/profile_images/588820454988709890/UtTyYkTY_normal.jpg;0;C0DEED;James Bond premier night at the @Everymancinema in Oxted with @SidiEdey. Let's hope it lives up to expectation! #SPECTRE;;3370;10/26/15 12:40;6.5873e+17;University of Surrey;Amsterdam
815719251;False;finalized;3;10/26/15 22:54;female;1.0;yes;1.0;8/14/13 12:54;Wife to my Coach. Mom to my eight troops. Follower of Christ.;1051;;0084B4;karenhbullard;;https://pbs.twimg.com/profile_images/645403816213393408/cb9Ur4jH_normal.jpg;0;C0DEED;@SydnieJR except once the Hallmark movies start I won't get anything done!! _Ù÷__Ù_?_Ù_ã;;97;10/26/15 12:40;6.5873e+17;Edmond, OK;
815719252;False;finalized;3;10/26/15 22:24;brand;0.6576;yes;1.0;8/8/15 16:15;If you have any questions about Islam and would like to answer them all you have to do is visit http://t.co/ALpMZgCt8X  and chat with us;0;;0084B4;1oneonlyone1;;https://pbs.twimg.com/profile_images/630166354419539968/EVj8lLu9_normal.jpg;0;C0DEED;"How beautiful is the religion which teaches you to love for others what you love for yourself!
 #Islam #Muslim #muslims";;52230;10/26/15 12:40;6.5873e+17;ksa;Pacific Time (US & Canada)
815719253;False;finalized;3;10/27/15 1:22;brand;0.6667;yes;1.0;4/26/15 8:15;14 ,Canadian , Space enthusiast , future astronaut ( hopefully ).;5601;;DD2E44;the_offical_ios;;https://pbs.twimg.com/profile_images/658483153724702720/AuzH7jbs_normal.jpg;0;0;Fuck you ! NASA is awesome. https://t.co/wIUkltDTyO;;12715;10/26/15 12:40;6.5873e+17;;Eastern Time (US & Canada)
815719254;False;finalized;3;10/26/15 23:31;female;1.0;yes;1.0;7/13/10 12:55;My Dms closed. | Sc: Dear_Moonshine;4068;;EEA525;DearMoonshine__;;https://pbs.twimg.com/profile_images/638386044862361600/HRvHRH-N_normal.jpg;0;EEA525;You leave the group chat for more than 2 mins and you miss made shit;;61166;10/26/15 12:40;6.5873e+17;;Central Time (US & Canada)
815719255;False;finalized;3;10/27/15 1:46;male;0.3353;yes;1.0;3/24/14 2:57;RL/writer | Lewd aspiring femboy who enjoys oneechans, girlcock, and such | RTs 2D and (softcore) 3D | R-18/NSFW | accounts listed;4408;;FE617D;RinCutie;;https://pbs.twimg.com/profile_images/657449209440813056/xRFyqMg5_normal.png;0;FFFFFF;As opposed to Pump where it's like HI HOPE YOU LIKE DOING JUMPS WHERE YOU SPREAD YOUR FEET ACROSS THE ENTIRE STAGE;;55751;10/26/15 12:40;6.5873e+17;Icon? Aogiri Penta.;Pacific Time (US & Canada)
815719256;False;finalized;3;10/27/15 1:10;brand;1.0;yes;1.0;8/14/08 15:10;"Breaking industry news for people who believe there's no such thing as too much TV. You know who you are ;)";1;;0084B4;TV_Trax;;https://pbs.twimg.com/profile_images/1657481236/Screen_shot_2011-11-25_at_11.01.16_AM_normal.png;0;C0DEED;Reality Series ?Û÷Monica the Medium?Ûª Gets Season 2 on ABC Family https://t.co/Q62PP17sJe https://t.co/GOHuoOHQky;;31156;10/26/15 12:40;6.5873e+17;New York / Los Angeles;Central Time (US & Canada)
815719257;False;finalized;3;10/26/15 23:12;male;1.0;yes;1.0;12/5/12 6:18;"Award Winning Author of the paranormal Romance thriller, Hath No Fury  technology writer,
http://t.co/LmMiOwenQQ #ASMSG";103;;DD2E44;HalRappaport;;https://pbs.twimg.com/profile_images/3636528327/1830a46d522a2db8e1a5d22c2cf3b1cb_normal.jpeg;0;FFFFFF;All the #magic in Hath No FURY is based on REAL #Magick! https://t.co/jwpsVhAU1E;;25773;10/26/15 12:40;6.5873e+17;Princeton;Eastern Time (US & Canada)
815719258;False;finalized;3;10/27/15 0:47;female;1.0;yes;1.0;12/28/11 15:36;self-proclaimed princess and occasional pain in the ass;1322;;FF55AA;sarahamiels;;https://pbs.twimg.com/profile_images/658129218543439872/LK_gbsXP_normal.jpg;0;FFFFFF;"Me the week of Brandon's birthday: there's no such thing as a birthday week u weirdo
Me November 1st: it's my birthday month, bow down to me";;4965;10/26/15 12:40;6.5873e+17;Algonac & Mt. Pleasant, MI;Eastern Time (US & Canada)
815719259;False;finalized;3;10/27/15 0:17;male;1.0;yes;1.0;11/26/11 15:08;K-Smooty~I drink alot. Could be worse. I'm scrolling through your girl's nudes while watching Brady beat your team. #PatsNation #SupremeMeninist #AlwaysTurnt;901;;0084B4;TB12ForPrez;;https://pbs.twimg.com/profile_images/596744881306992643/rl83cUBK_normal.jpg;0;C0DEED;And got more yards AND points than the Jets gave up all season. https://t.co/gdfkaOxcDD;;69698;10/26/15 12:40;6.5873e+17;Brittany's Mouth or Panties;Mountain Time (US & Canada)
815719260;False;finalized;3;10/26/15 22:25;brand;1.0;yes;1.0;3/10/13 8:12;Everything you need to find a job and keep it!   Follow our tweet for new job posting;72;;0084B4;click88sure;;https://pbs.twimg.com/profile_images/462863616404750336/ook2iYBO_normal.jpeg;0;C0DEED;Gala Bingo clubs bought for å£241m: The UK's largest High Street bingo operator, Gala, is?Û_ https://t.co/eXhmGLr869 https://t.co/6xjB8Kxjis;;168094;10/26/15 12:40;6.5873e+17;;
815719261;False;finalized;3;10/27/15 1:50;male;1.0;yes;1.0;5/20/11 1:59;"Free Ma Bros #EBK #OTR #Real300 !

All I Kno Is Grind Wea I Come From ?Ïö";49;;0084B4;300Stain;;https://pbs.twimg.com/profile_images/656370495823048704/rMQ_7I72_normal.jpg;0;FFFFFF;Did Alot Up In The Past Ion Wont Back;;30294;10/26/15 12:40;6.5873e+17;Dazhane's ?ªÁ;Hawaii
815719262;False;finalized;3;10/26/15 23:45;brand;1.0;yes;1.0;3/13/09 13:13;Our nation?Ûªs leading voice for #ChildCare. Advocating for affordable, high-quality #ECE for working families.  Undertakes research & reports on child care data.;764;;EE3124;USAChildCare;;https://pbs.twimg.com/profile_images/461855671294521346/-GI37jJR_normal.png;0;FFFFFF;Here's how @sesamestreet's Julia will combat the stigma associated with #autism: https://t.co/IdkJYk84Mk #ece;;5309;10/26/15 12:40;6.5873e+17;Arlington, VA;Eastern Time (US & Canada)
815719263;False;finalized;3;10/26/15 23:51;female;1.0;yes;1.0;4/23/09 9:34;penn state alum #classof2015;748;;CC3366;__amira_;;https://pbs.twimg.com/profile_images/630609261278703616/LYWEZMSz_normal.jpg;0;DBE9ED;This boy was on the El wit his 3 daughters and they all was under 5;;58876;10/26/15 12:40;6.5873e+17;;Eastern Time (US & Canada)
815719264;False;finalized;3;10/26/15 22:12;brand;1.0;yes;1.0;7/30/15 22:16;"mirage homage...
capri eternal...
hopeless romantic...
not really hopeles...";3399;;0084B4;lifessubatomic;;https://pbs.twimg.com/profile_images/649509210447847424/W44G6BcP_normal.jpg;0;C0DEED;"@Toastburglar @wordwizard85 
The trick is making sure you keep your lungs inflated for cushioning.";;4840;10/26/15 12:40;6.5873e+17;..., TN;
815719265;False;finalized;3;10/26/15 22:35;male;1.0;yes;1.0;5/17/09 21:05;Lover of Women, Dogs/cats (dogs), Movies, Comics, TV, Video Games, Books, Wrestling, existentialism Adult ent?;1900;;AB6F09;brandonpattrson;;https://pbs.twimg.com/profile_images/474393325856780289/ZZBZLEz5_normal.jpeg;0;FFFFFF;@TheRiddler109 @CNN I mean it's not like Mainstream new media is supposed to feed you the fact nowadays...;;8843;10/26/15 12:40;6.5873e+17;Maven: Severed;Eastern Time (US & Canada)
815719266;False;finalized;3;10/27/15 1:58;brand;1.0;yes;1.0;3/12/15 14:46;A collective of genre specific blogs combining like Voltron to provide you with the best coverage imaginable. @TheFullBleed @SciFiTalk @GeekLegacy @The7thMatrix;29;;FA743E;Geek_Initiative;;https://pbs.twimg.com/profile_images/576171937191182336/wKcGt5eb_normal.jpeg;0;0;The Flash: New Look at Danielle Panabaker as Killer Frost ?ÛÒ https://t.co/B1Icufq59H https://t.co/M5ju9fXQv4 #HotNews #geekinitiative;;3750;10/26/15 12:40;6.5873e+17;;
815719267;False;finalized;3;10/26/15 23:31;male;1.0;yes;1.0;6/17/09 18:09;Militante y obrero de los SueÌ±os Revolucionarios desde toda la vida... åÁChavista de CorazÌ_n!... åÁComandante vives x100pre!;12;;09A7E0;danydifazio;;https://pbs.twimg.com/profile_images/468090201420869632/sz7Xp_ZU_normal.jpeg;0;BDDCAD;How many followers do you get everyday? I got 1 in the last day. Growing daily with https://t.co/JzckR3ub8H;;28078;10/26/15 12:40;6.5873e+17;Venezuela;Caracas
815719268;False;finalized;3;10/27/15 0:17;brand;1.0;yes;1.0;6/26/13 14:05;Love Animals? FetchFind is the new way to find jobs and network for the pet industry. Mascot @HeyFetchy #fetchylovesyou;711;;0084B4;fetchfind;;https://pbs.twimg.com/profile_images/509086294656286720/NdDb2YvQ_normal.png;0;C0DEED;#dog walkers needed @FetchPetCareChi from the South Loop to Edgewater. Midday 11am-3pm  #Chicago #jobs https://t.co/z9HesUigwz;;13131;10/26/15 12:40;6.5873e+17;Launched 2015, National;Eastern Time (US & Canada)
815719269;False;finalized;3;10/26/15 23:04;male;0.3473;yes;1.0;12/13/14 9:45;Baby I'm perfect for you @NiallOfficial;4525;;0084B4;mrshoran_girl;;https://pbs.twimg.com/profile_images/658304658486767616/RtiFKb9n_normal.jpg;0;C0DEED;"@onedirection Artist of the Year #AMAs

HO FAME";;6394;10/26/15 12:40;6.5873e+17;Italy, Naples;Belgrade
815719270;False;finalized;3;10/26/15 23:49;male;1.0;yes;1.0;7/1/13 3:55;Kennedy J Abulala ni mwalimu anayeienzi kazi yake.....mwalimu wa kiswahili.;172;;0084B4;KABULALA;;https://pbs.twimg.com/profile_images/621662235459391489/74hr0ed1_normal.jpg;0;C0DEED;@kbonimtetezi mheshimiwa travellers along that stretch of the road (lubao) r hurting and nobody seems to be raising this issue!;;2856;10/26/15 12:40;6.5873e+17;;
815719271;False;finalized;3;10/27/15 1:16;male;1.0;yes;1.0;8/3/09 14:34;[ Krothedj@gmail.com ] [ Instagram - DJKRO ];85;;595952;DJKRO;;https://pbs.twimg.com/profile_images/632280561747423233/A5Pd3nai_normal.jpg;0;FFFFFF;Greenville Thursday. Yall holla you need anything. Know I'm the plug;;73578;10/26/15 12:40;6.5873e+17;Candied Island;Eastern Time (US & Canada)
815719272;False;finalized;3;10/27/15 0:06;female;1.0;yes;1.0;2/19/09 12:57;"Slightly ginger with blue eyes.
Park Run ??_?ü?";552;;0084B4;alexandraalice;;https://pbs.twimg.com/profile_images/509812651065876481/YMavGFH5_normal.jpeg;0;BDDCAD;@MarkHicks1204 I went to the wrong Nandos but I found you eventually #10chilliesequalsfreenandos;;2271;10/26/15 12:40;6.5873e+17;Surrey;London
815719273;False;finalized;3;10/26/15 21:55;male;1.0;yes;1.0;10/6/13 15:03;Just Living Life at the top of the food chain;4561;;0084B4;OllieC9897;;https://pbs.twimg.com/profile_images/652444172604018688/RworSMcj_normal.jpg;0;C0DEED;@AndyRobsonTips Cardiff or drew with the over 1.5 match goals sounds good to me;;37982;10/26/15 12:40;6.5873e+17;Manhattan, NY;
815719274;False;finalized;3;10/27/15 0:35;female;0.6583;yes;1.0;12/8/13 23:04;19 | NSS | IPGKK ?ÏÎ;1472;;0084B4;sfwhmnzne;;https://pbs.twimg.com/profile_images/657087174060429312/FGik3fHx_normal.jpg;0;C0DEED;Those who break the rules are scum, but those who abandon their friends are worse than scum;;1829;10/26/15 12:40;6.5873e+17;Sabah;Krasnoyarsk
815719275;False;finalized;3;10/27/15 0:52;brand;1.0;yes;1.0;4/2/13 12:37;;11;;2FC2EF;HighTechPlanet;;https://pbs.twimg.com/profile_images/584835851751948288/dzjhJMhW_normal.jpg;0;181A1E;Apple: The Great iPhone Unit Debate https://t.co/YOruxSrKCE;;54795;10/26/15 12:40;6.5873e+17;;Amsterdam
815719276;False;finalized;3;10/27/15 0:14;male;0.6415;yes;1.0;9/7/14 8:02;Home Office & Business are sweet business! I can do it , you can;0;;0084B4;home8biz;;https://pbs.twimg.com/profile_images/508631838240157696/mNbhEHAR_normal.jpeg;0;C0DEED;Gala Bingo clubs bought for å£241m: The UK's largest High Street bingo operator, Gala, is being taken over by?Û_ https://t.co/XprInke1m2;;130147;10/26/15 12:40;6.5873e+17;;
815719277;False;finalized;3;10/27/15 0:54;female;1.0;yes;1.0;3/14/14 12:00;"GoodMorning Mentions Anyone !! 

 #RETWEEET 

Must Follow Back ?Ï¬
 
#Fav for a Follow?ªÈ?ü?";12;;0084B4;llIUMINATlRESMl;;https://pbs.twimg.com/profile_images/464850935575887872/5x2iLmwY_normal.jpeg;0;C0DEED;VIDEO: James Bond Spectre world premiere: After months of build up Spectre, the latest?Û_ https://t.co/uV38Wlg5bE #UK;;142495;10/26/15 12:40;6.5873e+17;Queens NY;Casablanca
815719278;False;finalized;3;10/27/15 1:00;brand;0.6722;yes;1.0;4/16/14 7:18;#Pc #xbox #playstation #eSports #Music #EDM #Stocks #Sex;313;;0084B4;GamasutraGirl;;https://pbs.twimg.com/profile_images/456436756103970816/RD9sX4wY_normal.jpeg;0;FFFFFF;#EDM  Amazon celebrates new vinyl store in unveiling the ?Ûª13 Day Vinyl?Û_ https://t.co/f1gN9iKlDA #Dance #News #Rave https://t.co/4pUUtAejU0;;40021;10/26/15 12:40;6.5873e+17;Bed;Eastern Time (US & Canada)
815719279;False;finalized;3;10/26/15 23:20;male;1.0;yes;1.0;4/13/09 16:23;warholian obsessor creating within an orwellian nightmare. @allsceneeye @larecord;104;;0;sh6ne;;https://pbs.twimg.com/profile_images/573591838298341379/urZJcGE8_normal.jpeg;0;FFFFFF;Best thing about having an audition on the west side is being able to eat lunch at Komodo;;9071;10/26/15 12:40;6.5873e+17;los angeles ;Pacific Time (US & Canada)
815719280;False;finalized;3;10/26/15 22:04;male;1.0;yes;1.0;6/14/11 21:47;;11;;1F98C7;Joohnlennon3;;https://pbs.twimg.com/profile_images/589543258516279296/5ZOZ6uT__normal.jpg;0;C6E2EE;Discipline is the bridge between goals and accomplishment. - Jim Rohn;;5222;10/26/15 12:40;6.5873e+17;;Tijuana
815719281;False;finalized;3;10/26/15 23:07;male;1.0;yes;1.0;1/6/10 13:25;The Blades. Instagram - scottryan16.;16836;;0084B4;Scott_Ryan_;;https://pbs.twimg.com/profile_images/657855014258515969/fceiUKel_normal.jpg;0;C0DEED;In the last 20 minutes that Wednesday fan has tweeted about us 3 times, no, not obsessed, not even a little bit _Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â;;42573;10/26/15 12:40;6.5873e+17;;London
815719282;False;finalized;3;10/27/15 0:57;female;0.6684;yes;1.0;6/7/15 7:11;"This is control. 
Jpn version?àÕ @Zoe_o_Jbot            Rayark-Implosion";0;;0084B4;Zoe_o_Ebot;;https://pbs.twimg.com/profile_images/607553110693666816/0NPWHIZh_normal.jpg;0;C0DEED;Once it is complete, it will lift off and attempt to connect with the alpha point of the rift we are observing. (1-2);;2847;10/26/15 12:40;6.5873e+17;Gaia;
815719283;False;finalized;3;10/26/15 23:05;brand;1.0;yes;1.0;9/17/14 4:52;You Can have What You Want in Life?Û_. Advertise your service here for free and get rid of Money Worries?Û_;983;;0000FF;CaronHohner;;https://pbs.twimg.com/profile_images/526949108477472769/mVZiQME6_normal.jpeg;0;FFFFFF;Gala Bingo clubs bought for å£241m: The UK's largest High Street bingo operator, Gala, is being taken over by?Û_ https://t.co/WoQyHfIm61;;73969;10/26/15 12:40;6.5873e+17;;
815719284;False;finalized;3;10/27/15 1:39;male;1.0;yes;1.0;5/13/07 21:34;Just a curious guy.;1312;;0;manikarthik;;https://pbs.twimg.com/profile_images/580381044592898048/aERbCHwE_normal.png;0;0;Triggered Email: The Killer Conversion App https://t.co/obCkhxkOm7;;53245;10/26/15 12:40;6.5873e+17;Los Angeles;Abu Dhabi
815719285;False;finalized;3;10/27/15 1:33;brand;0.6694;yes;1.0;3/12/14 10:13;Discover how to heal your illness and pains!;565;;0000FF;NichelleIraheta;;https://pbs.twimg.com/profile_images/468246173195571200/ANHSbdHh_normal.jpeg;0;FFFFFF;Gala Bingo clubs bought for å£241m: The UK's largest High Street bingo operator, Gala, is being taken over by?Û_ https://t.co/hXowiGMmi4;;172571;10/26/15 12:40;6.5873e+17;;Pacific Time (US & Canada)
